,CustomerID,Recency,Frequency,Monetary,R,F,M,RFM,Loyalty
52,12412.0,74,61,1226.88,3,2,2,7,Diamond
53,12413.0,66,40,694.1500000000001,3,3,2,8,Gold
54,12414.0,217,18,562.41,4,3,3,10,Silver
55,12415.0,24,778,123725.45000000001,2,1,1,4,Platinum
56,12417.0,3,198,3578.8,1,1,1,3,Platinum
57,12418.0,112,34,668.58,3,3,2,8,Gold
58,12420.0,63,29,600.3900000000001,3,3,3,9,Gold
59,12421.0,15,46,806.2700000000001,1,2,2,5,Platinum
60,12422.0,95,39,803.5599999999998,3,3,2,8,Gold
61,12423.0,0,126,1849.1100000000001,1,1,1,3,Platinum
62,12424.0,162,30,1760.9599999999996,4,3,1,8,Gold
63,12425.0,78,36,777.1999999999999,3,3,2,8,Gold
64,12426.0,194,30,582.73,4,3,3,10,Silver
65,12427.0,11,35,708.37,1,3,2,6,Diamond
66,12428.0,25,300,7877.2,2,1,1,4,Platinum
67,12429.0,9,97,3750.4,1,2,1,4,Platinum
68,12430.0,43,11,256.4,2,4,4,10,Silver
69,12431.0,35,239,6348.89,2,1,1,4,Platinum
70,12432.0,42,108,5059.319999999999,2,1,1,4,Platinum
71,12433.0,0,420,13375.87,1,1,1,3,Platinum
72,12434.0,84,54,765.1899999999999,3,2,2,7,Diamond
73,12435.0,79,36,7829.890000000001,3,3,1,7,Diamond
74,12436.0,99,16,509.01000000000005,3,4,3,10,Silver
75,12437.0,1,201,4896.66,1,1,1,3,Platinum
76,12438.0,14,98,2906.8500000000004,1,2,1,4,Platinum
77,12441.0,366,11,173.55,4,4,4,12,Bronze
78,12442.0,3,12,172.06,1,4,4,9,Gold
79,12444.0,21,177,5005.46,2,1,1,4,Platinum
80,12445.0,22,4,133.4,2,4,4,10,Silver
81,12446.0,57,58,1002.3100000000001,3,2,2,7,Diamond
82,12447.0,243,26,476.49,4,3,3,10,Silver
83,12448.0,44,22,449.4500000000001,2,3,3,8,Gold
84,12449.0,22,191,4067.2900000000004,2,1,1,4,Platinum
85,12450.0,156,8,197.88,4,4,4,12,Bronze
86,12451.0,10,355,8933.52,1,1,1,3,Platinum
87,12452.0,16,23,428.57,1,3,3,7,Diamond
88,12453.0,134,43,707.0899999999999,3,2,2,7,Diamond
89,12454.0,53,30,-5.684341886080802e-14,3,3,4,10,Silver
90,12455.0,73,90,2466.8599999999997,3,2,1,6,Diamond
91,12456.0,44,129,3153.89,2,1,1,4,Platinum
92,12457.0,58,68,1917.78,3,2,1,6,Diamond
93,12458.0,71,38,947.4,3,3,2,8,Gold
94,12461.0,94,35,826.88,3,3,2,8,Gold
95,12462.0,2,72,1124.0099999999998,1,2,2,5,Platinum
96,12463.0,46,88,1303.63,2,2,2,6,Diamond
97,12464.0,10,29,1212.05,1,3,2,6,Diamond
98,12465.0,7,51,733.89,1,2,2,5,Platinum
99,12468.0,143,40,724.04,3,3,2,8,Gold
100,12471.0,2,530,18705.52,1,1,1,3,Platinum
101,12472.0,30,391,6229.48,2,1,1,4,Platinum
102,12473.0,29,178,2837.73,2,1,1,4,Platinum
103,12474.0,17,455,7064.7699999999995,2,1,1,4,Platinum
104,12475.0,53,36,723.3799999999999,3,3,2,8,Gold
105,12476.0,1,264,6546.58,1,1,1,3,Platinum
106,12477.0,22,308,13117.01,2,1,1,4,Platinum
107,12478.0,3,36,680.9900000000001,1,3,2,6,Diamond
108,12479.0,3,35,477.29999999999995,1,3,3,7,Diamond
109,12480.0,28,154,3281.6299999999997,2,1,1,4,Platinum
110,12481.0,22,217,5574.36,2,1,1,4,Platinum
111,12483.0,17,81,2327.13,2,2,1,5,Platinum
112,12484.0,32,347,4480.870000000001,2,1,1,4,Platinum
113,12488.0,9,55,1298.6600000000003,1,2,2,5,Platinum
114,12489.0,336,15,334.92999999999995,4,4,3,11,Bronze
115,12490.0,5,245,5417.93,1,1,1,3,Platinum
116,12491.0,38,26,460.40000000000003,2,3,3,8,Gold
117,12492.0,63,20,263.21,3,3,4,10,Silver
118,12493.0,165,23,416.79,4,3,3,10,Silver
119,12494.0,9,84,1139.35,1,2,2,5,Platinum
120,12497.0,81,14,1043.1,3,4,2,9,Gold
121,12498.0,21,23,403.7,2,3,3,8,Gold
122,12500.0,23,65,4206.27,2,2,1,5,Platinum
123,12501.0,315,160,2089.68,4,1,1,6,Diamond
124,12502.0,95,147,3723.87,3,1,1,5,Platinum
125,12503.0,337,1,-1126.0,4,4,4,12,Bronze
126,12504.0,18,15,114.00000000000003,2,4,4,10,Silver
127,12505.0,301,1,-4.5,4,4,4,12,Bronze
128,12506.0,232,23,73.50000000000001,4,3,4,11,Bronze
129,12507.0,134,23,1258.06,3,3,2,8,Gold
130,12508.0,26,68,397.88,2,2,3,7,Diamond
131,12509.0,284,7,176.5,4,4,4,12,Bronze
132,12510.0,142,33,982.5699999999999,3,3,2,8,Gold
133,12512.0,66,31,132.18,3,3,4,10,Silver
134,12513.0,84,36,586.7900000000001,3,3,3,9,Gold
135,12514.0,267,51,1017.6800000000001,4,2,2,8,Gold
136,12515.0,353,16,383.70000000000005,4,4,3,11,Bronze
137,12516.0,77,26,1312.06,3,3,2,8,Gold
138,12517.0,28,281,2443.6499999999996,2,1,1,4,Platinum
139,12518.0,0,124,2056.89,1,1,1,3,Platinum
140,12519.0,63,17,330.84000000000003,3,4,3,10,Silver
141,12520.0,79,155,2582.51,3,1,1,5,Platinum
142,12521.0,142,38,599.68,3,3,3,9,Gold
143,12522.0,39,12,192.72000000000003,2,4,4,10,Silver
144,12523.0,1,110,1745.5699999999997,1,1,1,3,Platinum
145,12524.0,9,144,4485.719999999999,1,1,1,3,Platinum
146,12526.0,0,71,1316.6600000000003,1,2,2,5,Platinum
147,12527.0,81,18,348.71000000000004,3,3,3,9,Gold
148,12528.0,9,95,1922.28,1,2,1,4,Platinum
149,12530.0,59,68,1623.6300000000003,3,2,1,6,Diamond
150,12531.0,14,17,125.22,1,4,4,9,Gold
151,12532.0,30,16,349.83000000000004,2,4,3,9,Gold
152,12534.0,130,63,1089.18,3,2,2,7,Diamond
153,12535.0,91,34,716.35,3,3,2,8,Gold
154,12536.0,7,273,4106.82,1,1,1,3,Platinum
155,12538.0,29,21,363.95,2,3,3,8,Gold
156,12539.0,22,274,3852.5,2,1,1,4,Platinum
157,12540.0,19,481,13309.039999999999,2,1,1,4,Platinum
158,12541.0,29,52,981.1800000000002,2,2,2,6,Diamond
159,12544.0,29,20,355.70000000000005,2,3,3,8,Gold
160,12545.0,75,50,1000.39,3,2,2,7,Diamond
161,12546.0,46,70,1141.5,2,2,2,6,Diamond
162,12547.0,197,8,207.8,4,4,4,12,Bronze
163,12548.0,166,5,95.19999999999999,4,4,4,12,Bronze
164,12550.0,79,57,964.83,3,2,2,7,Diamond
165,12551.0,357,10,168.0,4,4,4,12,Bronze
166,12552.0,38,20,437.82,2,3,3,8,Gold
167,12553.0,8,196,3652.25,1,1,1,3,Platinum
168,12556.0,50,119,599.56,2,1,3,6,Diamond
169,12557.0,16,33,11990.96,1,3,1,5,Platinum
170,12558.0,1,22,2.6645352591003757e-14,1,3,4,8,Gold
171,12559.0,310,22,536.2099999999999,4,3,3,10,Silver
172,12560.0,5,111,2101.3900000000003,1,1,1,3,Platinum
173,12561.0,302,16,238.85,4,4,4,12,Bronze
174,12562.0,8,168,3781.74,1,1,1,3,Platinum
175,12564.0,261,21,456.90000000000003,4,3,3,10,Silver
176,12565.0,281,10,131.17000000000002,4,4,4,12,Bronze
177,12566.0,72,20,346.7,3,3,3,9,Gold
178,12567.0,22,463,9114.94,2,1,1,4,Platinum
179,12569.0,2,191,4064.99,1,1,1,3,Platinum
180,12571.0,39,34,519.61,2,3,3,8,Gold
181,12572.0,8,62,1004.7199999999999,1,2,2,5,Platinum
182,12573.0,227,28,160.54,4,3,4,11,Bronze
183,12574.0,315,11,218.45000000000002,4,4,4,12,Bronze
184,12576.0,35,89,1306.98,2,2,2,6,Diamond
185,12577.0,35,147,564.1999999999999,2,1,3,6,Diamond
186,12578.0,21,120,2753.36,2,1,1,4,Platinum
187,12579.0,73,31,410.71999999999997,3,3,3,9,Gold
188,12580.0,246,24,415.70000000000005,4,3,3,10,Silver
189,12581.0,39,15,197.70999999999998,2,4,4,10,Silver
190,12582.0,238,22,511.3599999999999,4,3,3,10,Silver
191,12583.0,2,251,7187.34,1,1,1,3,Platinum
192,12584.0,3,126,1893.9500000000003,1,1,1,3,Platinum
193,12585.0,234,97,1982.81,4,2,1,7,Diamond
194,12586.0,17,12,179.94,2,4,4,10,Silver
195,12587.0,7,4,144.0,1,4,4,9,Gold
196,12588.0,39,10,214.89999999999998,2,4,4,10,Silver
197,12589.0,28,35,646.6800000000001,2,3,2,7,Diamond
198,12590.0,190,70,9861.38,4,2,1,7,Diamond
199,12591.0,317,26,452.84999999999997,4,3,3,10,Silver
200,12592.0,92,18,437.6,3,3,3,9,Gold
201,12593.0,108,21,418.0999999999999,3,3,3,9,Gold
202,12594.0,37,119,3320.2200000000003,2,1,1,4,Platinum
203,12596.0,51,27,618.27,3,3,3,9,Gold
204,12597.0,19,214,3683.13,2,1,1,4,Platinum
205,12598.0,9,133,3002.6800000000003,1,1,1,3,Platinum
206,12599.0,29,62,1032.5800000000004,2,2,2,6,Diamond
207,12600.0,28,65,2581.04,2,2,1,5,Platinum
208,12601.0,189,29,569.5600000000001,4,3,3,10,Silver
209,12602.0,58,12,153.12,3,4,4,11,Bronze
210,12603.0,21,3,739.1999999999999,2,4,2,8,Gold
211,12604.0,79,16,254.17999999999998,3,4,4,11,Bronze
212,12605.0,365,3,-7.5,4,4,4,12,Bronze
213,12607.0,58,202,0.0,3,1,4,8,Gold
214,12609.0,78,60,1126.8500000000001,3,2,2,7,Diamond
215,12610.0,22,111,2057.9900000000002,2,1,1,4,Platinum
216,12611.0,52,65,1193.32,3,2,2,7,Diamond
217,12612.0,57,21,643.59,3,3,3,9,Gold
218,12613.0,31,163,3218.98,2,1,1,4,Platinum
219,12614.0,277,20,315.59999999999997,4,3,3,10,Silver
220,12615.0,2,105,2291.1899999999996,1,1,1,3,Platinum
221,12616.0,85,36,657.2499999999999,3,3,2,8,Gold
222,12617.0,29,41,352.97999999999996,2,3,3,8,Gold
223,12618.0,21,11,177.31,2,4,4,10,Silver
224,12619.0,16,95,3214.8100000000004,1,2,1,4,Platinum
225,12620.0,14,92,1339.41,1,2,2,5,Platinum
226,12621.0,1,474,13612.07,1,1,1,3,Platinum
227,12622.0,232,11,180.09999999999997,4,4,4,12,Bronze
228,12623.0,276,18,305.1,4,3,3,10,Silver
229,12624.0,106,38,641.13,3,3,3,9,Gold
230,12625.0,211,91,2614.32,4,2,1,7,Diamond
231,12626.0,23,307,6388.35,2,1,1,4,Platinum
232,12627.0,10,230,4478.530000000001,1,1,1,3,Platinum
233,12628.0,4,43,769.61,1,2,2,5,Platinum
234,12630.0,9,64,1270.88,1,2,2,5,Platinum
235,12631.0,57,31,640.5,3,3,3,9,Gold
236,12633.0,58,103,2140.63,3,1,1,5,Platinum
237,12635.0,89,101,1689.1800000000003,3,1,1,5,Platinum
238,12637.0,67,386,5934.25,3,1,1,5,Platinum
239,12638.0,33,39,671.69,2,3,2,7,Diamond
240,12639.0,238,22,486.1,4,3,3,10,Silver
241,12640.0,23,53,1174.58,2,2,2,6,Diamond
242,12641.0,115,10,185.9,3,4,4,11,Bronze
243,12642.0,25,47,1013.26,2,2,2,6,Diamond
244,12643.0,128,24,3344.6399999999994,3,3,1,7,Diamond
245,12644.0,129,31,477.90999999999997,3,3,3,9,Gold
246,12645.0,33,74,1755.38,2,2,1,5,Platinum
247,12646.0,4,45,1346.97,1,2,2,5,Platinum
248,12647.0,22,128,3669.92,2,1,1,4,Platinum
249,12648.0,154,21,318.04999999999995,4,3,3,10,Silver
250,12649.0,107,33,603.71,3,3,3,9,Gold
251,12650.0,3,20,314.44,1,3,3,7,Diamond
252,12651.0,334,9,114.0,4,4,4,12,Bronze
253,12652.0,322,51,914.53,4,2,2,8,Gold
254,12653.0,148,43,2209.85,4,2,1,7,Diamond
255,12654.0,10,38,601.9799999999999,1,3,3,7,Diamond
256,12656.0,17,130,3982.7200000000003,2,1,1,4,Platinum
257,12657.0,11,56,1152.06,1,2,2,5,Platinum
258,12658.0,18,36,686.05,2,3,2,7,Diamond
259,12659.0,29,5,91.68,2,4,4,10,Silver
260,12660.0,11,13,245.10000000000002,1,4,4,9,Gold
261,12662.0,0,232,3817.08,1,1,1,3,Platinum
262,12664.0,8,38,4863.88,1,3,1,5,Platinum
263,12665.0,324,4,61.75,4,4,4,12,Bronze
264,12666.0,359,2,-227.44,4,4,4,12,Bronze
265,12667.0,58,33,620.1300000000001,3,3,3,9,Gold
266,12668.0,7,168,3743.1800000000003,1,1,1,3,Platinum
267,12669.0,150,102,1607.73,4,1,2,7,Diamond
268,12670.0,10,94,2986.1499999999996,1,2,1,4,Platinum
269,12672.0,329,10,225.9,4,4,4,12,Bronze
270,12673.0,5,42,610.52,1,2,3,6,Diamond
271,12674.0,11,90,1922.26,1,2,1,4,Platinum
272,12676.0,24,45,1331.39,2,2,2,6,Diamond
273,12678.0,42,167,17588.26,2,1,1,4,Platinum
274,12679.0,52,56,1058.67,3,2,2,7,Diamond
275,12680.0,0,52,862.8100000000002,1,2,2,5,Platinum
276,12681.0,14,646,13677.59,1,1,1,3,Platinum
277,12682.0,3,524,12279.82,1,1,1,3,Platinum
278,12683.0,4,362,8221.09,1,1,1,3,Platinum
279,12684.0,7,105,2283.63,1,1,1,3,Platinum
280,12685.0,28,157,2863.08,2,1,1,4,Platinum
281,12686.0,371,7,89.14,4,4,4,12,Bronze
282,12688.0,113,171,4873.8099999999995,3,1,1,5,Platinum
283,12689.0,25,72,1247.61,2,2,2,6,Diamond
284,12690.0,205,16,389.01,4,4,3,11,Bronze
285,12691.0,28,32,1035.8,2,3,2,7,Diamond
286,12693.0,120,41,830.9599999999999,3,3,2,8,Gold
287,12694.0,70,37,869.67,3,3,2,8,Gold
288,12695.0,7,27,582.1,1,3,3,7,Diamond
289,12697.0,21,43,939.02,2,2,2,6,Diamond
290,12700.0,7,270,4867.99,1,1,1,3,Platinum
291,12701.0,79,53,797.71,3,2,2,7,Diamond
292,12702.0,19,12,219.0,2,4,4,10,Silver
293,12703.0,64,22,274.7,3,3,4,10,Silver
294,12704.0,7,90,2220.8399999999997,1,2,1,4,Platinum
295,12705.0,15,348,6814.24,1,1,1,3,Platinum
296,12707.0,291,33,603.42,4,3,3,10,Silver
297,12708.0,29,174,2616.3199999999997,2,1,1,4,Platinum
298,12709.0,3,256,9264.1,1,1,1,3,Platinum
299,12710.0,96,79,1130.5700000000002,3,2,2,7,Diamond
300,12712.0,22,142,4241.629999999999,2,1,1,4,Platinum
301,12713.0,0,38,848.5500000000001,1,3,2,6,Diamond
302,12714.0,9,259,4708.860000000001,1,1,1,3,Platinum
303,12715.0,106,20,343.35999999999996,3,3,3,9,Gold
304,12716.0,3,69,1053.4900000000002,1,2,2,5,Platinum
305,12717.0,151,56,980.98,4,2,2,8,Gold
306,12718.0,71,19,238.25,3,3,4,10,Silver
307,12719.0,5,42,608.1,1,2,3,6,Diamond
308,12720.0,2,359,5713.28,1,1,1,3,Platinum
309,12721.0,31,164,2628.9799999999996,2,1,1,4,Platinum
310,12722.0,85,57,904.3299999999999,3,2,2,7,Diamond
311,12723.0,3,69,725.07,1,2,2,5,Platinum
312,12724.0,5,53,1031.4099999999999,1,2,2,5,Platinum
313,12725.0,371,24,427.8,4,3,3,10,Silver
314,12726.0,28,124,2609.1,2,1,1,4,Platinum
315,12727.0,10,141,3947.7000000000007,1,1,1,3,Platinum
316,12728.0,71,46,836.3299999999999,3,2,2,7,Diamond
317,12729.0,113,26,453.01000000000005,3,3,3,9,Gold
318,12731.0,23,277,18793.41,2,1,1,4,Platinum
319,12732.0,179,12,236.26000000000005,4,4,4,12,Bronze
320,12733.0,234,22,383.95000000000005,4,3,3,10,Silver
321,12734.0,352,4,110.39999999999999,4,4,4,12,Bronze
322,12735.0,315,43,779.57,4,2,2,8,Gold
323,12736.0,332,4,234.00000000000003,4,4,4,12,Bronze
324,12738.0,372,11,155.35,4,4,4,12,Bronze
325,12739.0,78,38,1013.0400000000001,3,3,2,8,Gold
326,12740.0,63,27,427.59999999999997,3,3,3,9,Gold
327,12743.0,134,131,540.13,3,1,3,7,Diamond
328,12744.0,51,229,9120.39,3,1,1,5,Platinum
329,12747.0,2,103,4196.009999999999,1,1,1,3,Platinum
330,12748.0,0,4459,28405.560000000005,1,1,1,3,Platinum
331,12749.0,3,231,3868.2000000000007,1,1,1,3,Platinum
332,12750.0,128,15,275.88,3,4,4,11,Bronze
333,12752.0,81,53,4366.780000000001,3,2,1,6,Diamond
334,12753.0,3,230,21024.01,1,1,1,3,Platinum
335,12754.0,235,65,2949.12,4,2,1,7,Diamond
336,12755.0,249,6,2203.1999999999994,4,4,1,9,Gold
337,12756.0,86,4,112.08000000000001,3,4,4,11,Bronze
338,12757.0,15,370,4205.25,1,1,1,3,Platinum
339,12758.0,116,97,2791.59,3,2,1,6,Diamond
340,12759.0,52,95,1531.4400000000003,3,2,2,7,Diamond
341,12762.0,7,69,1898.5200000000004,1,2,1,4,Platinum
342,12763.0,138,18,494.08000000000004,3,3,3,9,Gold
343,12764.0,316,45,1693.88,4,2,1,7,Diamond
344,12766.0,3,310,6989.63,1,1,1,3,Platinum
345,12769.0,238,32,1143.6,4,3,2,9,Gold
346,12770.0,210,12,1351.4499999999998,4,4,2,10,Silver
347,12772.0,59,55,892.4700000000001,3,2,2,7,Diamond
348,12775.0,17,67,1351.2400000000002,2,2,2,6,Diamond
349,12778.0,19,51,804.23,2,2,2,6,Diamond
350,12779.0,21,159,3868.7,2,1,1,4,Platinum
351,12781.0,21,30,707.7200000000001,2,3,2,7,Diamond
352,12782.0,4,107,2273.32,1,1,1,3,Platinum
353,12783.0,2,86,1603.87,1,2,2,5,Platinum
354,12784.0,9,57,532.8199999999999,1,2,3,6,Diamond
355,12785.0,2,15,305.71,1,4,3,8,Gold
356,12787.0,9,20,463.65999999999997,1,3,3,7,Diamond
357,12789.0,65,4,91.85000000000001,3,4,4,11,Bronze
358,12790.0,192,21,324.9200000000001,4,3,3,10,Silver
359,12791.0,373,2,192.60000000000002,4,4,4,12,Bronze
360,12792.0,256,25,400.53999999999996,4,3,3,10,Silver
361,12793.0,334,24,545.48,4,3,3,10,Silver
362,12794.0,53,45,860.41,3,2,2,7,Diamond
363,12795.0,18,14,430.48,2,4,3,9,Gold
364,12797.0,360,17,194.18,4,4,4,12,Bronze
365,12798.0,10,8,6977.04,1,4,1,6,Diamond
366,12802.0,183,26,412.58,4,3,3,10,Silver
367,12808.0,36,28,483.65000000000003,2,3,3,8,Gold
368,12809.0,168,26,484.36,4,3,3,10,Silver
369,12811.0,260,31,514.8499999999999,4,3,3,10,Silver
370,12812.0,44,15,229.64,2,4,4,10,Silver
371,12814.0,101,2,125.92,3,4,4,11,Bronze
372,12815.0,147,47,1063.46,4,2,2,8,Gold
373,12816.0,95,29,572.2,3,3,3,9,Gold
374,12817.0,281,4,166.04,4,4,4,12,Bronze
375,12818.0,178,16,1517.88,4,4,2,10,Silver
376,12820.0,3,59,942.34,1,2,2,5,Platinum
377,12821.0,214,6,92.72,4,4,4,12,Bronze
378,12822.0,70,47,918.9800000000001,3,2,2,7,Diamond
379,12823.0,74,5,1759.5,3,4,1,8,Gold
380,12824.0,59,25,397.11999999999995,3,3,3,9,Gold
381,12826.0,2,94,1468.1200000000001,1,2,2,5,Platinum
382,12827.0,5,25,430.15,1,3,3,7,Diamond
383,12828.0,2,56,1018.71,1,2,2,5,Platinum
384,12829.0,322,12,253.05,4,4,4,12,Bronze
385,12830.0,37,39,6748.400000000001,2,3,1,6,Diamond
386,12831.0,262,9,215.05,4,4,4,12,Bronze
387,12832.0,32,27,383.03000000000003,2,3,3,8,Gold
388,12833.0,145,24,417.38,4,3,3,10,Silver
389,12834.0,282,18,312.38,4,3,3,10,Silver
390,12836.0,59,174,2610.3599999999997,3,1,1,5,Platinum
391,12837.0,173,12,134.1,4,4,4,12,Bronze
392,12838.0,33,120,671.95,2,1,2,5,Platinum
393,12839.0,2,316,5583.62,1,1,1,3,Platinum
394,12840.0,143,116,2714.2700000000004,3,1,1,5,Platinum
395,12841.0,4,433,3845.63,1,1,1,3,Platinum
396,12842.0,70,34,1118.99,3,3,2,8,Gold
397,12843.0,65,108,1680.7600000000002,3,1,1,5,Platinum
398,12844.0,29,52,325.96,2,2,3,7,Diamond
399,12845.0,267,27,354.09,4,3,3,10,Silver
400,12847.0,22,84,843.6399999999999,2,2,2,6,Diamond
401,12849.0,31,48,1010.2900000000001,2,2,2,6,Diamond
402,12851.0,96,47,131.80999999999997,3,2,4,9,Gold
403,12852.0,290,20,299.75000000000006,4,3,3,10,Silver
404,12853.0,107,84,1881.7,3,2,1,6,Diamond
405,12854.0,78,114,1280.9,3,1,2,6,Diamond
406,12855.0,372,3,38.1,4,4,4,12,Bronze
407,12856.0,7,314,2153.5299999999997,1,1,1,3,Platinum
408,12857.0,210,46,1106.4,4,2,2,8,Gold
409,12863.0,52,6,504.20000000000005,3,4,3,10,Silver
410,12864.0,138,3,147.12,3,4,4,11,Bronze
411,12865.0,26,96,1548.07,2,2,2,6,Diamond
412,12866.0,283,26,559.12,4,3,3,10,Silver
413,12867.0,26,547,3958.74,2,1,1,4,Platinum
414,12868.0,185,107,1607.0600000000002,4,1,2,7,Diamond
415,12870.0,366,2,-14.899999999999999,4,4,4,12,Bronze
416,12871.0,84,11,380.64000000000004,3,4,3,10,Silver
417,12872.0,326,66,599.9700000000001,4,2,3,9,Gold
418,12873.0,282,4,374.0,4,4,3,11,Bronze
419,12875.0,143,2,343.2300000000001,3,4,3,10,Silver
420,12876.0,57,85,2218.020000000001,3,2,1,6,Diamond
421,12877.0,3,154,1535.7700000000002,1,1,2,4,Platinum
422,12878.0,18,49,841.64,2,2,2,6,Diamond
423,12879.0,44,12,552.57,2,4,3,9,Gold
424,12881.0,275,7,298.0,4,4,3,11,Bronze
425,12882.0,9,13,1463.0399999999997,1,4,2,7,Diamond
426,12883.0,24,42,703.47,2,2,2,6,Diamond
427,12884.0,88,7,309.05000000000007,3,4,3,10,Silver
428,12885.0,63,72,1158.27,3,2,2,7,Diamond
429,12886.0,67,86,1351.09,3,2,2,7,Diamond
430,12888.0,214,7,313.77,4,4,3,11,Bronze
431,12890.0,24,79,376.71999999999997,2,2,3,7,Diamond
432,12891.0,185,3,331.0,4,4,3,11,Bronze
433,12893.0,30,31,176.54999999999998,2,3,4,9,Gold
434,12895.0,42,24,347.3,2,3,3,8,Gold
435,12897.0,204,4,216.5,4,4,4,12,Bronze
436,12901.0,8,125,16293.1,1,1,1,3,Platinum
437,12902.0,264,10,138.67999999999998,4,4,4,12,Bronze
438,12904.0,18,71,496.06,2,2,3,7,Diamond
439,12906.0,11,63,2919.81,1,2,1,4,Platinum
440,12908.0,58,4,246.0,3,4,4,11,Bronze
441,12909.0,39,96,2128.83,2,2,1,5,Platinum
442,12910.0,23,75,3075.0400000000004,2,2,1,5,Platinum
443,12912.0,2,24,1662.3,1,3,1,5,Platinum
444,12913.0,4,50,2483.6299999999997,1,2,1,4,Platinum
445,12915.0,148,22,363.65,4,3,3,10,Silver
446,12916.0,138,105,2921.1499999999996,3,1,1,5,Platinum
447,12917.0,128,2,594.0,3,4,3,10,Silver
448,12919.0,8,52,1301.44,1,2,2,5,Platinum
449,12920.0,17,27,162.77999999999997,2,3,4,9,Gold
450,12921.0,3,741,16389.74,1,1,1,3,Platinum
451,12922.0,161,28,405.38,4,3,3,10,Silver
452,12923.0,64,28,172.81999999999996,3,3,4,10,Silver
453,12924.0,88,31,929.9500000000002,3,3,2,8,Gold
454,12925.0,4,45,694.05,1,2,2,5,Platinum
455,12928.0,35,84,2062.7,2,2,1,5,Platinum
456,12929.0,122,9,105.1,3,4,4,11,Bronze
457,12930.0,78,27,409.9,3,3,3,9,Gold
458,12931.0,21,102,33462.81,2,1,1,4,Platinum
459,12933.0,24,107,606.28,2,1,3,6,Diamond
460,12935.0,2,130,2156.45,1,1,1,3,Platinum
461,12936.0,17,63,1012.9000000000001,2,2,2,6,Diamond
462,12937.0,15,120,1504.2700000000002,1,1,2,4,Platinum
463,12938.0,25,9,114.13999999999999,2,4,4,10,Silver
464,12939.0,64,47,11581.800000000001,3,2,1,6,Diamond
465,12940.0,46,100,862.4399999999999,2,1,2,5,Platinum
466,12942.0,131,70,675.6,3,2,2,7,Diamond
